day,start_date,end_date,start_hour,end_hour,start_minute,end_minute,location_type,building,building_name,room_number,room_name,course_number,course_name,room_id
3,2019-03-06,2019-04-10,12,13,0,0,2,ligertwood,Ligertwood,333,Lecture Theatre,ABORIG 1001,"Indigenous People, Country & Protocols",0
5,2019-03-08,2019-04-12,16,18,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,ABORIG 1001,"Indigenous People, Country & Protocols",1
5,2019-03-08,2019-04-12,11,13,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 1001,"Indigenous People, Country & Protocols",2
4,2019-03-07,2019-04-11,13,15,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 1001,"Indigenous People, Country & Protocols",2
4,2019-03-07,2019-04-11,11,13,0,0,3,lower-napier,Lower Napier,LG09,Teaching Room,ABORIG 1001,"Indigenous People, Country & Protocols",3
4,2019-03-07,2019-04-11,16,18,0,0,3,lower-napier,Lower Napier,LG09,Teaching Room,ABORIG 1001,"Indigenous People, Country & Protocols",3
3,2019-03-13,2019-04-10,13,15,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 1001,"Indigenous People, Country & Protocols",2
3,2019-03-13,2019-04-10,15,17,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 1001,"Indigenous People, Country & Protocols",2
1,2019-07-29,2019-09-16,9,10,0,0,2,napier,Napier,G03,Lecture Theatre,ABORIG 1002,Indigenous Scholarship & the Interplay of Knowledges,4
3,2019-07-31,2019-09-18,8,10,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 1002,Indigenous Scholarship & the Interplay of Knowledges,2
2,2019-08-06,2019-09-17,12,14,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 1002,Indigenous Scholarship & the Interplay of Knowledges,2
5,2019-08-09,2019-09-20,15,17,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 1002,Indigenous Scholarship & the Interplay of Knowledges,2
3,2019-08-07,2019-09-18,12,14,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 1002,Indigenous Scholarship & the Interplay of Knowledges,2
1,2019-08-05,2019-09-16,13,15,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 1002,Indigenous Scholarship & the Interplay of Knowledges,2
1,2019-07-01,2019-07-01,10,11,0,0,2,ligertwood,Ligertwood,231,Lecture Theatre,ABORIG 2002,International Study Tour: Indigenous Knowledges,5
1,2019-07-01,2019-07-01,12,14,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ABORIG 2002,International Study Tour: Indigenous Knowledges,6
3,2019-07-31,2019-09-18,9,11,0,0,3,lower-napier,Lower Napier,LG09,Teaching Room,ABORIG 3000,Indigenous Research Issues: Applied Knowledge,3
4,2019-03-07,2019-04-11,12,13,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,ABORIG 3001,Indigenous Societies: Rights and Responsibilities,1
4,2019-03-14,2019-04-11,13,15,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,ABORIG 3001,Indigenous Societies: Rights and Responsibilities,1
1,2019-03-11,2019-04-08,14,16,0,0,3,hartley,Hartley,122,Teaching Room,ABORIG 3001,Indigenous Societies: Rights and Responsibilities,2
2,2019-03-12,2019-03-12,12,13,0,0,0,mawson,Mawson,134,Sprigg Room,ACCTFIN 3500,Accounting and Finance Capstone,7
4,2019-03-14,2019-04-11,17,18,0,0,0,benham,Benham,G25,Peter Martin Room,ACCTFIN 3500,Accounting and Finance Capstone,8
2,2019-03-12,2019-04-09,16,17,0,0,3,napier,Napier,144,Teaching Room,ACCTFIN 3500,Accounting and Finance Capstone,9
4,2019-03-14,2019-04-11,8,9,0,0,0,benham,Benham,G25,Peter Martin Room,ACCTFIN 3500,Accounting and Finance Capstone,8
2,2019-03-12,2019-04-09,17,18,0,0,3,lower-napier,Lower Napier,LG24,Teaching Room,ACCTFIN 3500,Accounting and Finance Capstone,10
4,2019-03-14,2019-04-11,9,10,0,0,0,benham,Benham,G25,Peter Martin Room,ACCTFIN 3500,Accounting and Finance Capstone,8
2,2019-03-12,2019-03-12,11,12,0,0,3,napier,Napier,210,Teaching Room,ACCTFIN 3500,Accounting and Finance Capstone,11
4,2019-03-14,2019-04-11,11,12,0,0,3,marjoribanks,Marjoribanks,129,Teaching Room,ACCTFIN 3500,Accounting and Finance Capstone,12
4,2019-03-07,2019-04-11,13,15,0,0,2,mawson,Mawson,G19,Mawson Lecture Theatre,ACCTFIN 3500,Accounting and Finance Capstone,13
1,2019-08-05,2019-09-16,17,18,0,0,3,napier,Napier,210,Teaching Room,ACCTFIN 3500,Accounting and Finance Capstone,11
1,2019-08-05,2019-09-16,14,15,0,0,0,ligertwood,Ligertwood,216,Sarawak Room,ACCTFIN 3500,Accounting and Finance Capstone,14
3,2019-08-07,2019-09-18,17,18,0,0,3,barr-smith-south,Barr Smith South,2060,Teaching Room,ACCTFIN 3500,Accounting and Finance Capstone,15
3,2019-08-07,2019-09-18,8,9,0,0,3,schulz,Schulz,308,Teaching Room,ACCTFIN 3500,Accounting and Finance Capstone,16
5,2019-08-09,2019-09-20,15,16,0,0,0,ligertwood,Ligertwood,214,Piper Alderman Room,ACCTFIN 3500,Accounting and Finance Capstone,17
1,2019-08-05,2019-09-16,15,16,0,0,0,ligertwood,Ligertwood,216,Sarawak Room,ACCTFIN 3500,Accounting and Finance Capstone,14
5,2019-08-09,2019-09-20,16,17,0,0,3,ligertwood,Ligertwood,316,Teaching Room,ACCTFIN 3500,Accounting and Finance Capstone,18
1,2019-08-05,2019-09-16,13,14,0,0,0,ligertwood,Ligertwood,214,Piper Alderman Room,ACCTFIN 3500,Accounting and Finance Capstone,17
3,2019-07-31,2019-09-18,13,15,0,0,2,napier,Napier,102,Lecture Theatre,ACCTFIN 3500,Accounting and Finance Capstone,19
5,2019-08-09,2019-09-20,11,12,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTFIN 7001,Ethical Principles in Finance & Accounting,20
4,2019-08-08,2019-09-19,17,18,0,0,3,lower-napier,Lower Napier,LG23,Teaching Room,ACCTFIN 7001,Ethical Principles in Finance & Accounting,21
2,2019-08-06,2019-09-17,9,10,0,0,3,hughes,Hughes,111a,Teaching Room,ACCTFIN 7001,Ethical Principles in Finance & Accounting,22
5,2019-08-09,2019-09-20,12,13,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTFIN 7001,Ethical Principles in Finance & Accounting,20
4,2019-08-01,2019-09-19,15,17,0,0,2,hughes,Hughes,309,Hughes Lecture Theatre,ACCTFIN 7001,Ethical Principles in Finance & Accounting,23
2,2019-03-05,2019-03-26,9,12,0,0,3,nexus,Nexus10,UB34,Teaching Room,ACCTFIN 7005,Research Project in Financial Statement Analysis (M),24
2,2019-07-30,2019-08-20,9,12,0,0,3,nexus,Nexus10,UB34,Teaching Room,ACCTFIN 7005,Research Project in Financial Statement Analysis (M),24
2,2019-03-12,2019-03-12,9,10,0,0,3,napier,Napier,210,Teaching Room,ACCTFIN 7017,Financial Statement Analysis (M),11
2,2019-03-12,2019-03-12,10,11,0,0,3,napier,Napier,210,Teaching Room,ACCTFIN 7017,Financial Statement Analysis (M),11
2,2019-03-12,2019-04-09,11,12,0,0,3,hughes,Hughes,323,Teaching Room,ACCTFIN 7017,Financial Statement Analysis (M),25
4,2019-03-14,2019-03-14,8,9,0,0,3,nexus,Nexus10,UB34,Teaching Room,ACCTFIN 7017,Financial Statement Analysis (M),24
1,2019-03-04,2019-03-04,10,12,0,0,3,eng-south,Engineering Sth,S112,Teaching Room,ACCTFIN 7017,Financial Statement Analysis (M),26
5,2019-08-09,2019-09-20,16,17,30,30,3,eng-maths,Engineering & Mathematics,EM218,Teaching Room,ACCTFIN 7017,Financial Statement Analysis (M),27
3,2019-08-07,2019-09-18,9,10,0,0,3,nexus,Nexus10,UB34,Teaching Room,ACCTFIN 7017,Financial Statement Analysis (M),24
5,2019-08-02,2019-09-20,14,16,0,0,2,barr-smith-south,Barr Smith South,534,Forum Lecture Theatre,ACCTFIN 7017,Financial Statement Analysis (M),28
3,2019-01-09,2019-02-13,13,16,0,0,2,marjoribanks,Marjoribanks,126,SANTOS Lecture Theatre,ACCTING 1002,Introductory Accounting,29
5,2019-03-15,2019-03-15,16,17,0,0,3,nexus,Nexus10,UB36,Teaching Room,ACCTING 1002,Introductory Accounting,30
2,2019-03-12,2019-04-09,12,13,0,0,3,ligertwood,Ligertwood,111,Teaching Room,ACCTING 1002,Introductory Accounting,31
5,2019-03-15,2019-03-15,9,10,0,0,3,hughes,Hughes,111a,Teaching Room,ACCTING 1002,Introductory Accounting,22
5,2019-03-15,2019-03-15,10,11,0,0,3,hughes,Hughes,111a,Teaching Room,ACCTING 1002,Introductory Accounting,22
5,2019-03-15,2019-04-12,14,15,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
3,2019-03-13,2019-04-10,12,13,0,0,3,nexus,Nexus10,UB36,Teaching Room,ACCTING 1002,Introductory Accounting,30
5,2019-03-15,2019-03-15,13,14,0,0,0,mawson,Mawson,134,Sprigg Room,ACCTING 1002,Introductory Accounting,7
4,2019-03-14,2019-04-11,12,13,0,0,3,nexus,Nexus10,UB34,Teaching Room,ACCTING 1002,Introductory Accounting,24
2,2019-03-12,2019-04-09,13,14,0,0,0,mawson,Mawson,122,Madigan Room,ACCTING 1002,Introductory Accounting,33
2,2019-03-12,2019-03-12,9,10,0,0,3,ing-wardli,Ingkarni Wardli,B17,Teaching Room,ACCTING 1002,Introductory Accounting,34
3,2019-03-13,2019-04-10,17,18,0,0,3,lower-napier,Lower Napier,LG24,Teaching Room,ACCTING 1002,Introductory Accounting,10
2,2019-03-12,2019-04-09,11,12,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
4,2019-03-14,2019-04-11,16,17,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
2,2019-03-12,2019-04-09,10,11,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
4,2019-03-14,2019-04-11,15,16,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
3,2019-03-13,2019-04-10,16,17,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
5,2019-03-15,2019-04-12,15,16,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
2,2019-03-12,2019-04-09,17,18,0,0,3,barr-smith-south,Barr Smith South,2060,Teaching Room,ACCTING 1002,Introductory Accounting,15
4,2019-03-14,2019-04-11,10,11,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
3,2019-03-13,2019-04-10,8,9,0,0,3,schulz,Schulz,308,Teaching Room,ACCTING 1002,Introductory Accounting,16
4,2019-03-14,2019-04-11,8,9,0,0,3,hughes,Hughes,113,Teaching Room,ACCTING 1002,Introductory Accounting,35
3,2019-03-13,2019-04-10,15,16,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
5,2019-03-08,2019-04-12,11,13,0,0,2,barr-smith-south,Barr Smith South,3029,Flentje Lecture Theatre,ACCTING 1002,Introductory Accounting,36
2,2019-03-05,2019-04-09,15,17,0,0,2,scott,Scott Theatre,001,Scott Theatre,ACCTING 1002,Introductory Accounting,37
1,2019-08-05,2019-09-16,11,12,0,0,0,ligertwood,Ligertwood,214,Piper Alderman Room,ACCTING 1002,Introductory Accounting,17
1,2019-08-05,2019-09-16,9,10,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
5,2019-08-09,2019-09-20,11,12,0,0,3,nexus,Nexus10,UB36,Teaching Room,ACCTING 1002,Introductory Accounting,30
4,2019-08-08,2019-09-19,17,18,0,0,3,hughes,Hughes,113,Teaching Room,ACCTING 1002,Introductory Accounting,35
2,2019-08-06,2019-09-17,13,14,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
4,2019-08-08,2019-09-19,11,12,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTING 1002,Introductory Accounting,20
5,2019-08-09,2019-09-20,13,14,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,ACCTING 1002,Introductory Accounting,38
2,2019-08-06,2019-09-17,14,15,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
1,2019-08-05,2019-09-16,16,17,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
4,2019-08-08,2019-09-19,12,13,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTING 1002,Introductory Accounting,20
5,2019-08-09,2019-09-20,9,10,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 1002,Introductory Accounting,32
4,2019-08-01,2019-09-19,14,16,0,0,2,barr-smith-south,Barr Smith South,3029,Flentje Lecture Theatre,ACCTING 1002,Introductory Accounting,36
5,2019-03-08,2019-04-12,9,10,0,0,3,lower-napier,Lower Napier,LG12,Teaching Room,ACCTING 2500,Cost and Management Accounting,39
3,2019-03-06,2019-04-10,8,9,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 2500,Cost and Management Accounting,32
3,2019-03-06,2019-04-10,9,10,0,0,3,nexus,Nexus10,UB40,Teaching Room,ACCTING 2500,Cost and Management Accounting,40
1,2019-03-04,2019-03-04,12,13,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ACCTING 2500,Cost and Management Accounting,6
5,2019-03-08,2019-04-12,13,14,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ACCTING 2500,Cost and Management Accounting,6
3,2019-03-06,2019-04-10,11,12,0,0,3,lower-napier,Lower Napier,LG18,Teaching Room,ACCTING 2500,Cost and Management Accounting,41
2,2019-03-05,2019-04-09,12,13,0,0,3,hartley,Hartley,122,Teaching Room,ACCTING 2500,Cost and Management Accounting,2
5,2019-03-08,2019-04-12,8,9,0,0,3,lower-napier,Lower Napier,LG12,Teaching Room,ACCTING 2500,Cost and Management Accounting,39
1,2019-03-04,2019-03-04,13,14,0,0,3,lower-napier,Lower Napier,LG11,Teaching Room,ACCTING 2500,Cost and Management Accounting,42
1,2019-03-04,2019-03-04,9,10,0,0,3,hartley,Hartley,122,Teaching Room,ACCTING 2500,Cost and Management Accounting,2
1,2019-03-04,2019-03-04,14,15,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ACCTING 2500,Cost and Management Accounting,6
1,2019-03-04,2019-03-04,10,11,0,0,3,lower-napier,Lower Napier,LG18,Teaching Room,ACCTING 2500,Cost and Management Accounting,41
2,2019-03-05,2019-04-09,10,11,0,0,3,hartley,Hartley,122,Teaching Room,ACCTING 2500,Cost and Management Accounting,2
3,2019-03-06,2019-04-10,14,16,0,0,2,braggs,The Braggs,G60,Bragg Lecture Theatre,ACCTING 2500,Cost and Management Accounting,43
1,2019-07-29,2019-09-16,16,17,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ACCTING 2500,Cost and Management Accounting,6
3,2019-07-31,2019-09-18,10,11,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ACCTING 2500,Cost and Management Accounting,6
1,2019-07-29,2019-09-16,9,10,0,0,3,ligertwood,Ligertwood,113,Teaching Room,ACCTING 2500,Cost and Management Accounting,44
5,2019-08-02,2019-09-20,12,13,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ACCTING 2500,Cost and Management Accounting,6
1,2019-07-29,2019-09-16,15,16,0,0,3,lower-napier,Lower Napier,LG19,Teaching Room,ACCTING 2500,Cost and Management Accounting,45
2,2019-07-30,2019-09-17,8,9,0,0,3,lower-napier,Lower Napier,LG09,Teaching Room,ACCTING 2500,Cost and Management Accounting,3
3,2019-07-31,2019-09-18,16,17,0,0,3,nexus,Nexus10,UB34,Teaching Room,ACCTING 2500,Cost and Management Accounting,24
2,2019-07-30,2019-09-17,9,10,0,0,3,lower-napier,Lower Napier,LG09,Teaching Room,ACCTING 2500,Cost and Management Accounting,3
2,2019-07-30,2019-09-17,17,18,0,0,3,lower-napier,Lower Napier,LG18,Teaching Room,ACCTING 2500,Cost and Management Accounting,41
5,2019-08-02,2019-09-20,13,14,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ACCTING 2500,Cost and Management Accounting,6
2,2019-07-30,2019-09-17,16,17,0,0,3,lower-napier,Lower Napier,LG18,Teaching Room,ACCTING 2500,Cost and Management Accounting,41
1,2019-07-29,2019-09-16,13,14,0,0,3,braggs,The Braggs,425,Teaching Room,ACCTING 2500,Cost and Management Accounting,46
2,2019-07-30,2019-09-17,13,15,0,0,2,barr-smith-south,Barr Smith South,3029,Flentje Lecture Theatre,ACCTING 2500,Cost and Management Accounting,36
2,2019-03-05,2019-04-09,9,10,0,0,3,hughes,Hughes,322,Teaching Room,ACCTING 2501,Financial Accounting,47
1,2019-03-04,2019-03-04,17,18,0,0,3,badger,Badger,LG17,Teaching Room,ACCTING 2501,Financial Accounting,48
3,2019-03-06,2019-04-10,13,14,0,0,3,nexus,Nexus10,UB35,Teaching Room,ACCTING 2501,Financial Accounting,49
2,2019-03-05,2019-04-09,8,9,0,0,3,hughes,Hughes,322,Teaching Room,ACCTING 2501,Financial Accounting,47
5,2019-03-08,2019-04-12,9,10,0,0,3,hughes,Hughes,323,Teaching Room,ACCTING 2501,Financial Accounting,25
3,2019-03-06,2019-04-10,12,13,0,0,3,nexus,Nexus10,UB35,Teaching Room,ACCTING 2501,Financial Accounting,49
5,2019-03-08,2019-04-12,8,9,0,0,3,hughes,Hughes,111a,Teaching Room,ACCTING 2501,Financial Accounting,22
1,2019-03-04,2019-03-04,9,10,0,0,3,ligertwood,Ligertwood,316,Teaching Room,ACCTING 2501,Financial Accounting,18
1,2019-03-04,2019-03-04,16,17,0,0,3,badger,Badger,LG17,Teaching Room,ACCTING 2501,Financial Accounting,48
3,2019-03-06,2019-04-10,9,11,0,0,2,mawson,Mawson,G19,Mawson Lecture Theatre,ACCTING 2501,Financial Accounting,13
5,2019-08-02,2019-09-20,9,10,0,0,3,marjoribanks,Marjoribanks,129,Teaching Room,ACCTING 2501,Financial Accounting,12
2,2019-07-30,2019-09-17,9,10,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,ACCTING 2501,Financial Accounting,1
1,2019-07-29,2019-09-16,15,16,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTING 2501,Financial Accounting,20
5,2019-08-02,2019-09-20,8,9,0,0,3,marjoribanks,Marjoribanks,129,Teaching Room,ACCTING 2501,Financial Accounting,12
5,2019-08-02,2019-09-20,16,17,0,0,3,ligertwood,Ligertwood,112,Teaching Room,ACCTING 2501,Financial Accounting,50
5,2019-08-02,2019-09-20,15,16,0,0,3,ligertwood,Ligertwood,316,Teaching Room,ACCTING 2501,Financial Accounting,18
1,2019-07-29,2019-09-16,17,18,0,0,3,nexus,Nexus10,UB35,Teaching Room,ACCTING 2501,Financial Accounting,49
2,2019-07-30,2019-09-17,8,9,0,0,3,barr-smith-south,Barr Smith South,2051,Teaching Room,ACCTING 2501,Financial Accounting,51
2,2019-07-30,2019-09-17,13,14,0,0,3,nexus,Nexus10,UB36,Teaching Room,ACCTING 2501,Financial Accounting,30
3,2019-07-31,2019-09-18,12,13,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTING 2501,Financial Accounting,20
1,2019-07-29,2019-09-16,16,17,0,0,3,nexus,Nexus10,UB35,Teaching Room,ACCTING 2501,Financial Accounting,49
2,2019-07-30,2019-09-17,10,12,0,0,2,barr-smith-south,Barr Smith South,3029,Flentje Lecture Theatre,ACCTING 2501,Financial Accounting,36
5,2019-03-15,2019-04-12,12,13,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 2502,Accounting Method,32
5,2019-03-15,2019-04-12,16,17,0,0,3,badger,Badger,LG17,Teaching Room,ACCTING 2502,Accounting Method,48
5,2019-03-15,2019-04-12,13,14,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ACCTING 2502,Accounting Method,32
2,2019-03-12,2019-04-09,8,9,0,0,0,ligertwood,Ligertwood,314,Flinders Room,ACCTING 2502,Accounting Method,52
2,2019-03-12,2019-04-09,10,11,0,0,3,lower-napier,Lower Napier,LG14,Teaching Room,ACCTING 2502,Accounting Method,53
4,2019-03-14,2019-04-11,8,9,0,0,3,napier,Napier,108,Teaching Room,ACCTING 2502,Accounting Method,54
3,2019-03-13,2019-04-10,17,18,0,0,3,hughes,Hughes,322,Teaching Room,ACCTING 2502,Accounting Method,47
3,2019-03-13,2019-04-10,16,17,0,0,3,lower-napier,Lower Napier,LG15,Teaching Room,ACCTING 2502,Accounting Method,55
2,2019-03-12,2019-04-09,16,17,0,0,3,hughes,Hughes,113,Teaching Room,ACCTING 2502,Accounting Method,35
1,2019-03-18,2019-04-08,16,17,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTING 2502,Accounting Method,20
1,2019-03-18,2019-04-08,17,18,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTING 2502,Accounting Method,20
2,2019-03-12,2019-04-09,17,18,0,0,3,nexus,Nexus10,UB35,Teaching Room,ACCTING 2502,Accounting Method,49
2,2019-03-12,2019-04-09,13,14,0,0,3,nexus,Nexus10,UB36,Teaching Room,ACCTING 2502,Accounting Method,30
2,2019-03-05,2019-04-09,11,12,0,0,2,napier,Napier,102,Lecture Theatre,ACCTING 2502,Accounting Method,19
1,2019-03-04,2019-03-04,9,10,0,0,2,braggs,The Braggs,G60,Bragg Lecture Theatre,ACCTING 2502,Accounting Method,43
3,2019-08-07,2019-09-18,9,10,0,0,3,lower-napier,Lower Napier,LG24,Teaching Room,ACCTING 2502,Accounting Method,10
1,2019-08-05,2019-09-16,9,10,0,0,3,napier,Napier,144,Teaching Room,ACCTING 2502,Accounting Method,9
2,2019-08-06,2019-09-17,16,17,0,0,3,hughes,Hughes,323,Teaching Room,ACCTING 2502,Accounting Method,25
4,2019-08-08,2019-09-19,12,13,0,0,3,nexus,Nexus10,UB35,Teaching Room,ACCTING 2502,Accounting Method,49
1,2019-08-05,2019-09-16,10,11,0,0,3,lower-napier,Lower Napier,LG14,Teaching Room,ACCTING 2502,Accounting Method,53
3,2019-08-07,2019-09-18,11,12,0,0,3,nexus,Nexus10,UB36,Teaching Room,ACCTING 2502,Accounting Method,30
2,2019-08-06,2019-09-17,17,18,0,0,3,hughes,Hughes,323,Teaching Room,ACCTING 2502,Accounting Method,25
4,2019-08-08,2019-09-19,17,18,0,0,0,benham,Benham,G25,Peter Martin Room,ACCTING 2502,Accounting Method,8
1,2019-07-29,2019-09-16,16,17,0,0,2,napier,Napier,102,Lecture Theatre,ACCTING 2502,Accounting Method,19
2,2019-03-12,2019-04-09,12,13,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
4,2019-03-14,2019-04-11,8,9,0,0,1,nexus,Nexus10,228,Computer Suite,ACCTING 2503,Accounting Information Systems,57
5,2019-03-15,2019-04-12,15,16,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
3,2019-03-13,2019-04-10,10,11,0,0,1,nexus,Nexus10,228,Computer Suite,ACCTING 2503,Accounting Information Systems,57
2,2019-03-12,2019-04-09,14,15,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
4,2019-03-14,2019-04-11,15,16,0,0,1,nexus,Nexus10,228,Computer Suite,ACCTING 2503,Accounting Information Systems,57
2,2019-03-12,2019-04-09,13,14,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
4,2019-03-14,2019-04-11,16,17,0,0,1,nexus,Nexus10,220,Computer Suite,ACCTING 2503,Accounting Information Systems,58
5,2019-03-15,2019-04-12,12,13,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
4,2019-03-14,2019-04-11,9,10,0,0,1,nexus,Nexus10,228,Computer Suite,ACCTING 2503,Accounting Information Systems,57
4,2019-03-14,2019-04-11,10,11,0,0,1,nexus,Nexus10,228,Computer Suite,ACCTING 2503,Accounting Information Systems,57
5,2019-03-15,2019-04-12,13,14,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
5,2019-03-15,2019-04-12,10,11,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
2,2019-03-05,2019-04-09,15,17,0,0,2,braggs,The Braggs,G60,Bragg Lecture Theatre,ACCTING 2503,Accounting Information Systems,43
5,2019-08-09,2019-09-20,12,13,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
1,2019-08-05,2019-09-16,14,15,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
1,2019-08-05,2019-09-16,10,11,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
3,2019-08-07,2019-09-18,12,13,0,0,1,nexus,Nexus10,228,Computer Suite,ACCTING 2503,Accounting Information Systems,57
5,2019-08-09,2019-09-20,11,12,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
5,2019-08-09,2019-09-20,13,14,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
1,2019-08-05,2019-09-16,15,16,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
3,2019-08-07,2019-09-18,11,12,0,0,1,nexus,Nexus10,228,Computer Suite,ACCTING 2503,Accounting Information Systems,57
1,2019-08-05,2019-09-16,9,10,0,0,1,nexus,Nexus10,217,Computer Suite,ACCTING 2503,Accounting Information Systems,56
3,2019-07-31,2019-09-18,14,16,0,0,2,johnson,Johnson,G29,Rennie Lecture Theatre,ACCTING 2503,Accounting Information Systems,59
2,2019-03-12,2019-04-09,16,17,0,0,3,schulz,Schulz,307,Teaching Room,ACCTING 3500,Accounting Theory,60
5,2019-03-15,2019-04-12,14,15,0,0,3,nexus,Nexus10,UB35,Teaching Room,ACCTING 3500,Accounting Theory,49
4,2019-03-14,2019-03-14,10,11,0,0,3,nexus,Nexus10,UB40,Teaching Room,ACCTING 3500,Accounting Theory,40
5,2019-03-15,2019-03-29,15,16,0,0,3,hughes,Hughes,323,Teaching Room,ACCTING 3500,Accounting Theory,25
4,2019-03-07,2019-04-11,17,18,0,0,3,hughes,Hughes,323,Teaching Room,ACCTING 3500,Accounting Theory,25
2,2019-03-12,2019-04-09,14,15,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTING 3500,Accounting Theory,20
1,2019-03-04,2019-03-04,14,15,0,0,0,ligertwood,Ligertwood,214,Piper Alderman Room,ACCTING 3500,Accounting Theory,17
3,2019-03-13,2019-03-13,16,17,0,0,3,hughes,Hughes,113,Teaching Room,ACCTING 3500,Accounting Theory,35
4,2019-03-14,2019-04-11,8,9,0,0,3,barr-smith-south,Barr Smith South,1063,Teaching Room,ACCTING 3500,Accounting Theory,61
3,2019-03-13,2019-03-13,13,14,0,0,3,badger,Badger,LG17,Teaching Room,ACCTING 3500,Accounting Theory,48
4,2019-03-07,2019-04-11,11,13,0,0,2,barr-smith-south,Barr Smith South,3029,Flentje Lecture Theatre,ACCTING 3500,Accounting Theory,36
2,2019-08-06,2019-09-17,9,10,0,0,3,nexus,Nexus10,102,Teaching Room,ACCTING 3500,Accounting Theory,20
