day,start_date,end_date,start_hour,end_hour,start_minute,end_minute,location_type,building,building_name,room_number,room_name,course_number,course_name,room_id
4,2019-03-07,2019-04-11,14,16,0,0,1,barr-smith-south,Barr Smith South,539,Computer Suite,DESST 3515,Representation III,136
4,2019-03-07,2019-04-11,12,14,0,0,2,napier,Napier,G03,Lecture Theatre,DESST 3515,Representation III,4
5,2019-08-02,2019-09-20,13,17,0,0,0,barr-smith-south,Barr Smith South,511,Studio,DESST 3516,Design Studio VI,142
5,2019-08-02,2019-09-20,9,13,0,0,0,barr-smith-south,Barr Smith South,528,Studio,DESST 3516,Design Studio VI,138
5,2019-08-02,2019-09-20,9,13,0,0,0,barr-smith-south,Barr Smith South,511,Studio,DESST 3516,Design Studio VI,142
3,2019-07-31,2019-09-18,9,13,0,0,0,barr-smith-south,Barr Smith South,528,Studio,DESST 3516,Design Studio VI,138
3,2019-07-31,2019-09-18,9,13,0,0,0,barr-smith-south,Barr Smith South,511,Studio,DESST 3516,Design Studio VI,142
2,2019-07-30,2019-09-17,8,10,0,0,2,hughes,Hughes,309,Hughes Lecture Theatre,DESST 3516,Design Studio VI,23
1,2019-07-29,2019-08-19,12,14,0,0,0,barr-smith-south,Barr Smith South,510,Studio,DESST 3517,Environment III,139
1,2019-07-29,2019-08-19,12,14,0,0,0,barr-smith-south,Barr Smith South,511,Studio,DESST 3517,Environment III,142
1,2019-07-29,2019-08-19,10,12,0,0,0,barr-smith-south,Barr Smith South,510,Studio,DESST 3517,Environment III,139
1,2019-07-29,2019-08-19,10,12,0,0,0,barr-smith-south,Barr Smith South,511,Studio,DESST 3517,Environment III,142
1,2019-07-29,2019-09-16,9,10,0,0,2,darling-west,Darling West,G14,Darling West Lecture Theatre,DESST 3517,Environment III,141
1,2019-08-26,2019-09-16,12,14,0,0,1,barr-smith-south,Barr Smith South,539,Computer Suite,DESST 3517,Environment III,136
1,2019-08-26,2019-09-16,10,12,0,0,1,barr-smith-south,Barr Smith South,539,Computer Suite,DESST 3517,Environment III,136
3,2019-07-31,2019-09-18,17,18,0,0,0,barr-smith-south,Barr Smith South,509,Studio,DESST 3518,History Theory III,199
3,2019-07-31,2019-09-18,16,17,0,0,0,barr-smith-south,Barr Smith South,510,Studio,DESST 3518,History Theory III,139
3,2019-07-31,2019-09-18,16,17,0,0,0,barr-smith-south,Barr Smith South,509,Studio,DESST 3518,History Theory III,199
3,2019-07-31,2019-09-18,15,16,0,0,0,barr-smith-south,Barr Smith South,510,Studio,DESST 3518,History Theory III,139
3,2019-07-31,2019-09-18,15,16,0,0,0,barr-smith-south,Barr Smith South,509,Studio,DESST 3518,History Theory III,199
3,2019-07-31,2019-09-18,13,15,0,0,3,eng-south,Engineering Sth,S112,Teaching Room,DESST 3518,History Theory III,26
4,2019-03-14,2019-04-11,10,12,0,0,0,barr-smith-south,Barr Smith South,528,Studio,DESST 3519,Advanced Architecture Technologies,138
4,2019-05-09,2019-05-30,10,12,0,0,1,barr-smith-south,Barr Smith South,539,Computer Suite,DESST 3519,Advanced Architecture Technologies,136
4,2019-03-07,2019-04-11,9,10,0,0,2,lower-napier,Lower Napier,LG29,Lecture Theatre,DESST 3519,Advanced Architecture Technologies,96
2,2019-03-05,2019-04-09,14,16,0,0,2,napier,Napier,102,Lecture Theatre,DEVT 1001,Introduction to International Development,19
2,2019-03-05,2019-04-09,16,17,0,0,0,benham,Benham,G25,Peter Martin Room,DEVT 1001,Introduction to International Development,8
3,2019-03-06,2019-04-10,12,13,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,DEVT 1001,Introduction to International Development,1
4,2019-03-07,2019-04-11,15,16,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,DEVT 1001,Introduction to International Development,1
2,2019-03-05,2019-04-09,9,10,0,0,3,lower-napier,Lower Napier,LG21,Teaching Room,DEVT 1001,Introduction to International Development,71
2,2019-03-05,2019-04-09,12,13,0,0,3,lower-napier,Lower Napier,LG11,Teaching Room,DEVT 1001,Introduction to International Development,42
1,2019-01-14,2019-01-21,9,10,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 2005,Contemporary Aid and Development,38
1,2019-01-14,2019-01-21,10,12,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 2005,Contemporary Aid and Development,38
2,2019-03-05,2019-04-09,9,10,0,0,2,ligertwood,Ligertwood,333,Lecture Theatre,DEVT 2100,Poverty and Social Development,0
4,2019-03-07,2019-04-11,16,18,0,0,3,hughes,Hughes,111b,Teaching Room,DEVT 2100,Poverty and Social Development,121
3,2019-03-06,2019-04-10,10,12,0,0,3,hughes,Hughes,111b,Teaching Room,DEVT 2100,Poverty and Social Development,121
4,2019-03-07,2019-04-11,14,16,0,0,3,hughes,Hughes,111b,Teaching Room,DEVT 2100,Poverty and Social Development,121
4,2019-03-07,2019-04-11,9,11,0,0,3,hughes,Hughes,111b,Teaching Room,DEVT 2100,Poverty and Social Development,121
2,2019-07-30,2019-09-17,15,16,0,0,2,napier,Napier,G04,Lecture Theatre,DEVT 2101,"Community, Gender and Critical Development",145
1,2019-07-29,2019-09-16,11,13,0,0,3,ligertwood,Ligertwood,111,Teaching Room,DEVT 2101,"Community, Gender and Critical Development",31
3,2019-07-31,2019-09-18,13,15,0,0,3,hughes,Hughes,111b,Teaching Room,DEVT 2101,"Community, Gender and Critical Development",121
3,2019-07-31,2019-09-18,13,16,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,DEVT 2200,International Development Practice II,1
1,2019-03-04,2019-04-08,9,10,0,0,3,eng-south,Engineering Sth,S112,Teaching Room,DEVT 3003,Rights and Development,26
2,2019-03-05,2019-04-09,11,13,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,DEVT 3003,Rights and Development,1
1,2019-03-04,2019-04-08,11,13,0,0,3,napier,Napier,205,Teaching Room,DEVT 3003,Rights and Development,74
5,2019-03-08,2019-04-12,11,13,0,0,3,napier,Napier,205,Teaching Room,DEVT 3003,Rights and Development,74
3,2019-03-06,2019-04-10,11,13,0,0,3,napier,Napier,205,Teaching Room,DEVT 3003,Rights and Development,74
1,2019-07-29,2019-09-02,11,13,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 3007,Governance and Sustainable Development,38
3,2019-07-31,2019-09-04,12,14,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 3007,Governance and Sustainable Development,38
2,2019-07-30,2019-09-03,10,13,0,0,3,ing-wardli,Ingkarni Wardli,B17,Teaching Room,DEVT 3008,International Development Research Project,34
3,2019-07-31,2019-09-18,10,13,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,DEVT 3200,International Development Practice III,1
2,2019-03-05,2019-04-09,10,12,0,0,3,lower-napier,Lower Napier,LG18,Teaching Room,DEVT 4001,Hons International Development: Contested Concepts,41
2,2019-03-05,2019-04-09,12,14,0,0,3,lower-napier,Lower Napier,LG18,Teaching Room,DEVT 4003,Honours International Development Thesis,41
5,2019-08-02,2019-09-20,14,16,0,0,3,braggs,The Braggs,427,Teaching Room,DEVT 4003,Honours International Development Thesis,147
3,2019-02-06,2019-02-08,9,12,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 2005,Contemporary Aid and Development,38
4,2019-02-06,2019-02-08,9,12,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 2005,Contemporary Aid and Development,38
5,2019-02-06,2019-02-08,9,12,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 2005,Contemporary Aid and Development,38
3,2019-02-06,2019-02-08,9,12,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 3009,Contemporary Aid & Development,38
4,2019-02-06,2019-02-08,9,12,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 3009,Contemporary Aid & Development,38
5,2019-02-06,2019-02-08,9,12,0,0,3,horace-lamb,Horace Lamb,422,Teaching Room,DEVT 3009,Contemporary Aid & Development,38
3,2019-03-13,2019-04-10,11,12,0,0,3,nexus,Nexus10,UB36,Teaching Room,ECON 1002,Australia in the Global Economy,30
3,2019-03-13,2019-04-10,10,11,0,0,3,nexus,Nexus10,UB36,Teaching Room,ECON 1002,Australia in the Global Economy,30
1,2019-03-18,2019-04-08,11,12,0,0,0,ligertwood,Ligertwood,314,Flinders Room,ECON 1002,Australia in the Global Economy,52
1,2019-03-18,2019-04-08,12,13,0,0,0,ligertwood,Ligertwood,214,Piper Alderman Room,ECON 1002,Australia in the Global Economy,17
3,2019-03-06,2019-04-10,12,13,0,0,2,eng-north,Engineering Nth,N158,Chapman Lecture Theatre,ECON 1002,Australia in the Global Economy,120
5,2019-03-15,2019-04-12,8,9,0,0,3,lower-napier,Lower Napier,LG21,Teaching Room,ECON 1005,Introduction to Mathematical Economics (Basic),71
1,2019-03-18,2019-04-08,11,12,0,0,0,ligertwood,Ligertwood,214,Piper Alderman Room,ECON 1005,Introduction to Mathematical Economics (Basic),17
3,2019-03-13,2019-04-10,9,10,0,0,3,nexus,Nexus10,UB36,Teaching Room,ECON 1005,Introduction to Mathematical Economics (Basic),30
3,2019-03-13,2019-04-10,10,11,0,0,3,nexus,Nexus10,UB34,Teaching Room,ECON 1005,Introduction to Mathematical Economics (Basic),24
5,2019-03-15,2019-04-12,12,13,0,0,3,nexus,Nexus10,UB36,Teaching Room,ECON 1005,Introduction to Mathematical Economics (Basic),30
3,2019-03-13,2019-04-10,11,12,0,0,3,nexus,Nexus10,UB34,Teaching Room,ECON 1005,Introduction to Mathematical Economics (Basic),24
3,2019-03-06,2019-04-10,13,14,0,0,2,napier,Napier,G04,Lecture Theatre,ECON 1005,Introduction to Mathematical Economics (Basic),145
4,2019-01-10,2019-01-10,14,16,0,0,3,nexus,Nexus10,UB34,Teaching Room,ECON 1008,Data Analytics,24
2,2019-03-12,2019-04-09,8,9,0,0,3,nexus,Nexus10,UB35,Teaching Room,ECON 1008,Data Analytics,49
5,2019-03-15,2019-03-15,9,10,0,0,3,barr-smith-south,Barr Smith South,1062,Teaching Room,ECON 1008,Data Analytics,67
5,2019-03-15,2019-03-15,11,12,0,0,3,eng-north,Engineering Nth,N132,Teaching Room,ECON 1008,Data Analytics,150
2,2019-03-12,2019-03-12,11,12,0,0,2,marjoribanks,Marjoribanks,126,SANTOS Lecture Theatre,ECON 1008,Data Analytics,29
4,2019-03-14,2019-04-11,8,9,0,0,3,eng-maths,Engineering & Mathematics,EMG07,Teaching Room,ECON 1008,Data Analytics,64
4,2019-03-14,2019-03-14,17,18,0,0,3,nexus,Nexus10,UB34,Teaching Room,ECON 1008,Data Analytics,24
4,2019-03-14,2019-04-11,16,17,0,0,3,nexus,Nexus10,UB35,Teaching Room,ECON 1008,Data Analytics,49
2,2019-03-12,2019-04-09,9,10,0,0,3,nexus,Nexus10,UB35,Teaching Room,ECON 1008,Data Analytics,49
5,2019-03-15,2019-03-15,8,9,0,0,3,barr-smith-south,Barr Smith South,1062,Teaching Room,ECON 1008,Data Analytics,67
5,2019-03-15,2019-03-15,17,18,0,0,3,nexus,Nexus10,UB36,Teaching Room,ECON 1008,Data Analytics,30
2,2019-03-05,2019-04-09,13,14,0,0,2,scott,Scott Theatre,001,Scott Theatre,ECON 1008,Data Analytics,37
5,2019-08-09,2019-09-20,16,17,0,0,3,ligertwood,Ligertwood,113,Teaching Room,ECON 1008,Data Analytics,44
1,2019-08-05,2019-09-16,15,16,0,0,3,badger,Badger,LG17,Teaching Room,ECON 1008,Data Analytics,48
1,2019-08-05,2019-09-16,12,13,0,0,3,barr-smith-south,Barr Smith South,1062,Teaching Room,ECON 1008,Data Analytics,67
4,2019-08-08,2019-09-19,8,9,0,0,3,hughes,Hughes,323,Teaching Room,ECON 1008,Data Analytics,25
2,2019-08-06,2019-09-17,8,9,0,0,3,eng-maths,Engineering & Mathematics,EMG07,Teaching Room,ECON 1008,Data Analytics,64
1,2019-08-05,2019-09-16,11,12,0,0,3,barr-smith-south,Barr Smith South,1062,Teaching Room,ECON 1008,Data Analytics,67
3,2019-08-07,2019-09-18,8,9,0,0,3,nexus,Nexus10,UB35,Teaching Room,ECON 1008,Data Analytics,49
3,2019-08-07,2019-09-18,12,13,0,0,3,nexus,Nexus10,UB35,Teaching Room,ECON 1008,Data Analytics,49
5,2019-08-09,2019-09-20,12,13,0,0,3,nexus,Nexus10,UB35,Teaching Room,ECON 1008,Data Analytics,49
1,2019-08-05,2019-09-16,16,17,0,0,3,eng-maths,Engineering & Mathematics,EMG06,Teaching Room,ECON 1008,Data Analytics,75
2,2019-07-30,2019-09-17,10,11,0,0,2,scott,Scott Theatre,001,Scott Theatre,ECON 1008,Data Analytics,37
2,2019-03-12,2019-04-09,15,16,0,0,3,nexus,Nexus10,UB34,Teaching Room,ECON 1009,International Financial Institutions and Markets,24
3,2019-03-13,2019-04-10,17,18,0,0,3,lower-napier,Lower Napier,LG15,Teaching Room,ECON 1009,International Financial Institutions and Markets,55
2,2019-03-12,2019-03-12,16,17,0,0,3,schulz,Schulz,308,Teaching Room,ECON 1009,International Financial Institutions and Markets,16
5,2019-03-15,2019-04-12,16,17,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1009,International Financial Institutions and Markets,32
3,2019-03-13,2019-04-10,9,10,0,0,3,nexus,Nexus10,102,Teaching Room,ECON 1009,International Financial Institutions and Markets,20
3,2019-03-13,2019-04-10,14,15,0,0,3,nexus,Nexus10,UB35,Teaching Room,ECON 1009,International Financial Institutions and Markets,49
3,2019-03-13,2019-03-13,15,16,0,0,3,pet-eng,Petroleum Engineering,G13,Teaching Room,ECON 1009,International Financial Institutions and Markets,177
5,2019-03-15,2019-04-12,14,15,0,0,3,hughes,Hughes,111b,Teaching Room,ECON 1009,International Financial Institutions and Markets,121
2,2019-03-12,2019-03-12,12,13,0,0,3,schulz,Schulz,308,Teaching Room,ECON 1009,International Financial Institutions and Markets,16
5,2019-03-15,2019-03-15,12,13,0,0,0,mawson,Mawson,122,Madigan Room,ECON 1009,International Financial Institutions and Markets,33
3,2019-03-06,2019-04-10,16,17,0,0,2,napier,Napier,102,Lecture Theatre,ECON 1009,International Financial Institutions and Markets,19
1,2019-08-05,2019-09-16,11,12,0,0,0,ligertwood,Ligertwood,314,Flinders Room,ECON 1009,International Financial Institutions and Markets,52
3,2019-08-07,2019-09-18,17,18,0,0,3,lower-napier,Lower Napier,LG24,Teaching Room,ECON 1009,International Financial Institutions and Markets,10
1,2019-08-05,2019-09-16,10,11,0,0,0,ligertwood,Ligertwood,216,Sarawak Room,ECON 1009,International Financial Institutions and Markets,14
1,2019-08-05,2019-09-16,16,17,0,0,3,ligertwood,Ligertwood,112,Teaching Room,ECON 1009,International Financial Institutions and Markets,50
5,2019-08-09,2019-09-20,16,17,0,0,0,ligertwood,Ligertwood,216,Sarawak Room,ECON 1009,International Financial Institutions and Markets,14
5,2019-08-09,2019-09-20,12,13,0,0,3,hughes,Hughes,113,Teaching Room,ECON 1009,International Financial Institutions and Markets,35
1,2019-08-05,2019-09-16,12,13,0,0,3,nexus,Nexus10,UB36,Teaching Room,ECON 1009,International Financial Institutions and Markets,30
5,2019-08-09,2019-09-20,15,16,0,0,0,ligertwood,Ligertwood,314,Flinders Room,ECON 1009,International Financial Institutions and Markets,52
3,2019-07-31,2019-09-18,15,16,0,0,2,napier,Napier,102,Lecture Theatre,ECON 1009,International Financial Institutions and Markets,19
5,2019-08-09,2019-09-20,13,15,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 1011,Advanced Economic Analysis I,58
3,2019-07-31,2019-09-18,11,12,0,0,2,marjoribanks,Marjoribanks,126,SANTOS Lecture Theatre,ECON 1011,Advanced Economic Analysis I,29
4,2019-01-10,2019-02-14,13,15,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
3,2019-01-09,2019-02-13,13,15,0,0,3,marjoribanks,Marjoribanks,129,Teaching Room,ECON 1012,Principles of Economics,12
3,2019-01-09,2019-02-13,10,12,0,0,2,napier,Napier,208,Lecture Theatre,ECON 1012,Principles of Economics,68
5,2019-03-15,2019-04-12,12,13,0,0,3,lower-napier,Lower Napier,LG23,Teaching Room,ECON 1012,Principles of Economics,21
3,2019-03-13,2019-04-10,17,18,0,0,3,ligertwood,Ligertwood,316,Teaching Room,ECON 1012,Principles of Economics,18
3,2019-03-13,2019-04-10,8,9,0,0,3,lower-napier,Lower Napier,LG23,Teaching Room,ECON 1012,Principles of Economics,21
2,2019-03-12,2019-04-09,13,14,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
1,2019-03-18,2019-04-08,10,11,0,0,0,ligertwood,Ligertwood,314,Flinders Room,ECON 1012,Principles of Economics,52
4,2019-03-14,2019-04-11,8,9,0,0,3,ing-wardli,Ingkarni Wardli,218,Teaching Room,ECON 1012,Principles of Economics,70
1,2019-03-18,2019-04-08,13,14,0,0,0,ligertwood,Ligertwood,214,Piper Alderman Room,ECON 1012,Principles of Economics,17
2,2019-03-12,2019-04-09,14,15,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
1,2019-03-18,2019-04-08,16,17,0,0,3,ligertwood,Ligertwood,316,Teaching Room,ECON 1012,Principles of Economics,18
1,2019-03-18,2019-04-08,11,12,0,0,3,ligertwood,Ligertwood,316,Teaching Room,ECON 1012,Principles of Economics,18
1,2019-03-18,2019-04-08,17,18,0,0,3,ligertwood,Ligertwood,316,Teaching Room,ECON 1012,Principles of Economics,18
4,2019-03-14,2019-04-11,12,13,0,0,0,ligertwood,Ligertwood,314,Flinders Room,ECON 1012,Principles of Economics,52
3,2019-03-13,2019-04-10,14,15,0,0,3,lower-napier,Lower Napier,LG14,Teaching Room,ECON 1012,Principles of Economics,53
2,2019-03-12,2019-04-09,8,9,0,0,3,hughes,Hughes,111b,Teaching Room,ECON 1012,Principles of Economics,121
1,2019-03-18,2019-04-08,9,10,0,0,3,ligertwood,Ligertwood,112,Teaching Room,ECON 1012,Principles of Economics,50
2,2019-03-12,2019-04-09,11,12,0,0,3,ligertwood,Ligertwood,111,Teaching Room,ECON 1012,Principles of Economics,31
2,2019-03-12,2019-04-09,15,16,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
4,2019-03-14,2019-04-11,9,10,0,0,3,ing-wardli,Ingkarni Wardli,218,Teaching Room,ECON 1012,Principles of Economics,70
1,2019-03-18,2019-04-08,14,15,0,0,0,ligertwood,Ligertwood,314,Flinders Room,ECON 1012,Principles of Economics,52
5,2019-03-15,2019-04-12,10,11,0,0,3,nexus,Nexus10,UB35,Teaching Room,ECON 1012,Principles of Economics,49
2,2019-03-05,2019-04-09,10,11,0,0,2,scott,Scott Theatre,001,Scott Theatre,ECON 1012,Principles of Economics,37
2,2019-08-06,2019-09-17,11,12,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
1,2019-08-05,2019-09-16,11,12,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
3,2019-08-07,2019-09-18,17,18,0,0,3,nexus,Nexus10,UB36,Teaching Room,ECON 1012,Principles of Economics,30
3,2019-08-07,2019-09-18,15,16,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
1,2019-08-05,2019-09-16,12,13,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
5,2019-08-09,2019-09-20,13,14,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
5,2019-08-09,2019-09-20,12,13,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
1,2019-08-05,2019-09-16,17,18,0,0,3,barr-smith-south,Barr Smith South,2052,Teaching Room,ECON 1012,Principles of Economics,1
3,2019-08-07,2019-09-18,14,15,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
2,2019-08-06,2019-09-17,8,9,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
1,2019-08-05,2019-09-16,14,15,0,0,3,hughes,Hughes,111b,Teaching Room,ECON 1012,Principles of Economics,121
2,2019-08-06,2019-09-17,9,10,0,0,3,marjoribanks,Marjoribanks,128,BankSA Teaching Suite,ECON 1012,Principles of Economics,32
1,2019-08-05,2019-09-16,13,14,0,0,3,eng-maths,Engineering & Mathematics,EM218,Teaching Room,ECON 1012,Principles of Economics,27
1,2019-08-05,2019-09-16,16,17,0,0,3,barr-smith-south,Barr Smith South,1063,Teaching Room,ECON 1012,Principles of Economics,61
2,2019-07-30,2019-09-17,12,13,0,0,2,scott,Scott Theatre,001,Scott Theatre,ECON 1012,Principles of Economics,37
1,2019-08-05,2019-09-16,11,12,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ECON 2500,International Trade & Investment Policy II,6
5,2019-08-09,2019-09-20,16,17,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ECON 2500,International Trade & Investment Policy II,6
5,2019-08-09,2019-09-20,14,15,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ECON 2500,International Trade & Investment Policy II,6
1,2019-08-05,2019-09-16,14,15,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ECON 2500,International Trade & Investment Policy II,6
3,2019-08-07,2019-09-18,14,15,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ECON 2500,International Trade & Investment Policy II,6
1,2019-08-05,2019-09-16,12,13,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ECON 2500,International Trade & Investment Policy II,6
1,2019-07-29,2019-09-16,13,14,0,0,2,horace-lamb,Horace Lamb,1022,Horace Lamb Lecture Theatre,ECON 2500,International Trade & Investment Policy II,73
2,2019-08-06,2019-09-17,13,14,0,0,3,ligertwood,Ligertwood,228,Teaching Room,ECON 2502,East Asian Economies II,6
2,2019-08-06,2019-09-17,17,18,0,0,3,lower-napier,Lower Napier,LG12,Teaching Room,ECON 2502,East Asian Economies II,39
3,2019-08-07,2019-09-18,13,14,0,0,3,nexus,Nexus10,UB34,Teaching Room,ECON 2502,East Asian Economies II,24
2,2019-08-20,2019-09-03,16,17,0,0,3,eng-south,Engineering Sth,S111,Teaching Room,ECON 2502,East Asian Economies II,127
4,2019-01-10,2019-02-14,13,15,0,0,1,nexus,Nexus10,228,Computer Suite,ECON 2504,Intermediate Econometrics II,57
2,2019-01-08,2019-02-12,13,15,0,0,1,nexus,Nexus10,228,Computer Suite,ECON 2504,Intermediate Econometrics II,57
2,2019-01-08,2019-02-12,10,12,0,0,2,barr-smith-south,Barr Smith South,3022,Polygon Lecture Theatre,ECON 2504,Intermediate Econometrics II,124
4,2019-03-14,2019-04-11,15,16,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
4,2019-03-14,2019-04-11,14,15,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
3,2019-03-13,2019-04-10,9,10,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
5,2019-03-15,2019-04-12,14,15,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
1,2019-03-18,2019-04-08,14,15,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
1,2019-03-18,2019-04-08,15,16,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
5,2019-03-15,2019-04-12,13,14,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
3,2019-03-06,2019-04-10,10,11,0,0,2,napier,Napier,102,Lecture Theatre,ECON 2504,Intermediate Econometrics II,19
5,2019-08-09,2019-09-20,15,16,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
5,2019-08-09,2019-09-20,10,11,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
3,2019-08-07,2019-09-18,10,11,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
3,2019-08-07,2019-09-18,11,12,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
5,2019-08-09,2019-09-20,11,12,0,0,1,nexus,Nexus10,220,Computer Suite,ECON 2504,Intermediate Econometrics II,58
3,2019-07-31,2019-09-18,13,14,0,0,2,mawson,Mawson,G19,Mawson Lecture Theatre,ECON 2504,Intermediate Econometrics II,13
2,2019-03-12,2019-03-12,15,16,0,0,0,mawson,Mawson,122,Madigan Room,ECON 2506,Intermediate Microeconomics II,33
3,2019-03-13,2019-03-13,9,10,0,0,3,eng-maths,Engineering & Mathematics,EMG06,Teaching Room,ECON 2506,Intermediate Microeconomics II,75
4,2019-03-14,2019-04-11,8,9,0,0,3,nexus,Nexus10,UB40,Teaching Room,ECON 2506,Intermediate Microeconomics II,40
2,2019-03-12,2019-03-12,16,17,0,0,0,mawson,Mawson,122,Madigan Room,ECON 2506,Intermediate Microeconomics II,33
1,2019-03-04,2019-03-04,13,14,0,0,2,physics,Physics,103,Kerr Grant Lecture Theatre,ECON 2506,Intermediate Microeconomics II,62
1,2019-08-05,2019-09-16,15,16,0,0,3,ligertwood,Ligertwood,316,Teaching Room,ECON 2506,Intermediate Microeconomics II,18
1,2019-08-05,2019-09-16,16,17,0,0,3,ligertwood,Ligertwood,316,Teaching Room,ECON 2506,Intermediate Microeconomics II,18
3,2019-08-07,2019-09-18,8,9,0,0,3,barr-smith-south,Barr Smith South,2051,Teaching Room,ECON 2506,Intermediate Microeconomics II,51
3,2019-07-31,2019-09-18,9,10,0,0,2,lower-napier,Lower Napier,LG29,Lecture Theatre,ECON 2506,Intermediate Microeconomics II,96
1,2019-03-18,2019-04-08,11,12,0,0,3,lower-napier,Lower Napier,LG23,Teaching Room,ECON 2507,Intermediate Macroeconomics II,21
1,2019-03-18,2019-04-08,12,13,0,0,3,nexus,Nexus10,UB40,Teaching Room,ECON 2507,Intermediate Macroeconomics II,40
5,2019-03-15,2019-04-12,8,9,0,0,0,ligertwood,Ligertwood,214,Piper Alderman Room,ECON 2507,Intermediate Macroeconomics II,17
5,2019-03-15,2019-04-12,10,11,0,0,3,lower-napier,Lower Napier,LG14,Teaching Room,ECON 2507,Intermediate Macroeconomics II,53
3,2019-03-13,2019-04-10,8,9,0,0,3,ligertwood,Ligertwood,111,Teaching Room,ECON 2507,Intermediate Macroeconomics II,31
3,2019-03-06,2019-04-10,11,12,0,0,2,eng-north,Engineering Nth,N158,Chapman Lecture Theatre,ECON 2507,Intermediate Macroeconomics II,120
1,2019-08-05,2019-09-16,12,13,0,0,0,ligertwood,Ligertwood,314,Flinders Room,ECON 2507,Intermediate Macroeconomics II,52
4,2019-08-08,2019-09-19,16,17,0,0,3,nexus,Nexus10,102,Teaching Room,ECON 2507,Intermediate Macroeconomics II,20
2,2019-08-06,2019-09-17,8,9,0,0,3,ligertwood,Ligertwood,112,Teaching Room,ECON 2507,Intermediate Macroeconomics II,50
4,2019-08-08,2019-09-19,17,18,0,0,3,nexus,Nexus10,UB34,Teaching Room,ECON 2507,Intermediate Macroeconomics II,24
2,2019-07-30,2019-09-17,11,12,0,0,3,eng-south,Engineering Sth,S112,Teaching Room,ECON 2507,Intermediate Macroeconomics II,26
5,2019-03-15,2019-04-12,16,17,0,0,3,hughes,Hughes,322,Teaching Room,ECON 2508,Financial Economics,47
